tag	score	line	reasons
S	5	explode onto the scene. first what is the scene	len9+5/lowerStart-1/isAre+1
S	5	if you have beyerdynamic headphones. respect...	len6+5/end.+2/lowerStart-1/ellipsis-1
S	5	proving people wrong is a powerful flow trigger	len8+5/lowerStart-1/isAre+1
S	5	a cheeky pint is the hot ones for technologists	len9+5/lowerStart-1/isAre+1
S	5	"Set up scaffolding for peak life experiences."	len7+5
S	5	Antifragility is error-correction. L-drago shii	len5+3/capStart+1/isAre+1
S	5	elan lee is the brandon sanderson of board games	len9+5/lowerStart-1/isAre+1
S	5	often the micro is the same pattern as the macro	len10+5/lowerStart-1/isAre+1
S	5	"writing math" sounds better than "writing code"	len7+5
S	5	"you can choose a life of service and adventure"	len9+5
S	5	sceniuses and golden ages are birthing crucibles	len7+5/lowerStart-1/isAre+1
S	5	everything is either game design or game playing	len8+5/lowerStart-1/isAre+1
S	5	If Claude isn't cookin, what are you doing chef?	len9+5/end?-2/capStart+1/isAre+1
S	5	"But explicit philosophy only takes you so far."	len8+5
S	5	the root of all problems is a lack of imagination	len10+5/lowerStart-1/isAre+1
S	5	there are infinite opportunities, life is amazing	len7+5/lowerStart-1/isAre+1
S	5	the universe is constantly conducting experiments	len6+5/lowerStart-1/isAre+1
S	5	What is the most true, most good, most beautiful?	len9+5/end?-2/capStart+1/isAre+1
S	5	"Seamless web of deserved trust" - Charlie Munger	len8+5
S	5	Low rep, heavy weight, fast workouts are the way!	len9+5/end!-2/capStart+1/isAre+1
S	5	who knew cults and dictatorships could be good...	len8+5/end.+2/lowerStart-1/ellipsis-1
S	5	"limit the details, and make each detail perfect."	len8+5
S	5	What are you addicted to? Is it a good or bad one?	len12+5/end?-2/capStart+1/isAre+1
S	5	i love my species. memes coordinate like no other.	len9+5/end.+2/lowerStart-1/firstPers-1
S	5	"The Mike Wallace Interview with Ayn Rand" source:	len8+5
S	5	there is infinite room for curiosity and creativity	len8+5/lowerStart-1/isAre+1
S	5	china is a land country internet is a cloud country	len10+5/lowerStart-1/isAre+1
S	5	So universal explainers are universal constructors?	len6+5/end?-2/capStart+1/isAre+1
S	5	"Be so good they cant ignore you." "Quality shows."	len9+5
S	5	“If you can’t program it, you don’t understand it,”	len9+5
S	5	"easy choices, hard life. hard choices, easy life."	len8+5
S	5	there is infinite room for truth goodness and beauty	len9+5/lowerStart-1/isAre+1
S	5	there is bad money to take: a bad investment partner	len10+5/lowerStart-1/isAre+1
S	5	life is the greatest open world mmorpg that there is	len10+5/lowerStart-1/isAre+1
S	5	"If you're easy to understand, you're easy to help."	len9+5
S	5	Why are some kids more fun to play with than others?	len11+5/end?-2/capStart+1/isAre+1
S	5	~ "look at all the things i do not need." - Socrates	len12+5
S	5	you are what you do. you are not what you do not do.	len13+3/end.+2/lowerStart-1/isAre+1
S	5	Why are we more accountable to others than ourselves?	len9+5/end?-2/capStart+1/isAre+1
S	5	the most interesting things in life are not on the map	len11+5/lowerStart-1/isAre+1
S	5	the opportunity costs are exponentially getting higher	len7+5/lowerStart-1/isAre+1
S	5	michael jackson and tiger woods are the same archetype	len9+5/lowerStart-1/isAre+1
S	5	wabi sabi is the way. the ancients pointed to infinity	len10+5/lowerStart-1/isAre+1
S	5	"be the extreme in your craft, in the age of leverage"	len11+5
S	5	I want to make a network state called "the flow state"	len11+5/capStart+1/firstPers-1
S	5	Monopoly last night taught me how to deal-make. fun :)	len10+5/endparen-1/capStart+1
S	5	claude code terminals are stoves. have 4 open at a time	len11+5/lowerStart-1/isAre+1
S	5	“You can be happy, even in a castle.” - Marcus Aurelius	len11+5
S	5	"having a safety net turns your creative work into play"	len10+5
S	5	If evidence disproves your theory, modify your theory :)	len9+5/endparen-1/capStart+1
S	5	I feel im a better coach than player, like a rick rubin…	len12+5/capStart+1/firstPers-1
S	5	we forget that humans are dynamic and can rise up or fall	len12+5/lowerStart-1/isAre+1
S	5	if you dont have a strong yes, the nos are harder to say.	len13+3/end.+2/lowerStart-1/isAre+1
S	5	"If you love what you do, they couldn't pay you to stop."	len12+5
S	5	there is a throughline through all your recurring problems	len9+5/lowerStart-1/isAre+1
S	5	an s tier amazing excellent awesome life is "hard-to-vary"	len9+5/lowerStart-1/isAre+1
S	5	history is an s tier part of the self-educative curriculum	len10+5/lowerStart-1/isAre+1
S	5	"take your work seriously, don't take yourself seriously."	len8+5
S	5	the most interesting things are emergent and not on the map	len11+5/lowerStart-1/isAre+1
S	5	"There's always time for great." - Tim Ferriss + Rick Rubin	len11+5
S	5	We're never going to be perfect, and that's a good thing :)	len12+5/endparen-1/capStart+1
S	5	My inner dialogue is so good, shoulda heard it years ago :)	len12+5/endparen-1/capStart+1/isAre+1/firstPers-1
S	5	"Balaji Srinivasan on the Core Purpose of Startups" source:	len9+5
S	5	~"the master uses the fewest moves to fulfill her intention"	len10+5
S	5	the opportunity costs in this day and age are INSANELY HIGH:	len11+5/lowerStart-1/isAre+1
S	5	"trade never hurt a nation" this also applies to people hehe	len11+5
S	5	crisp clear communication is ABSOLUTELY an s tier life skill	len10+5/lowerStart-1/isAre+1
S	5	being infinitely curious is a life cheatcode, and having fun	len10+5/lowerStart-1/isAre+1
S	5	friends / infinite game players are so fun to play life with	len12+5/lowerStart-1/isAre+1
S	5	My favorite colors are white pink orange red yellow black :)	len11+5/endparen-1/capStart+1/isAre+1/firstPers-1
S	5	ai is a tool. brilliant art still needs to paste taste-filters	len11+5/lowerStart-1/isAre+1
S	5	what you want is a pop classic. pop = viral, classic = lasting.	len13+3/end.+2/lowerStart-1/isAre+1
S	5	the creative inputs, process, and outputs are equally important	len9+5/lowerStart-1/isAre+1
S	5	mind viruses are more deadly than actual viruses in the long run	len12+5/lowerStart-1/isAre+1
S	5	if america was uncle sam, who is interneta? the internet country	len11+5/lowerStart-1/isAre+1
S	5	bro life is like were all in the minecraft server, but its real.	len13+3/end.+2/lowerStart-1/isAre+1
S	5	if you ask good questions you get good answers, pretty simple...	len11+5/end.+2/lowerStart-1/ellipsis-1
S	5	"Clear goals, immediate feedback, and challenge-skills balance."	len7+5
S	5	"the audience comes last. make the thing, for you, the audience."	len11+5
S	5	there is no creator's block. it's actually "fear of shit practice"	len11+5/lowerStart-1/isAre+1
S	5	if you study the all time greats, your learning curve is shortened	len12+5/lowerStart-1/isAre+1
S	5	goku is the perfect exemplar of masculinity. and guitar solos also	len11+5/lowerStart-1/isAre+1
S	5	I want to figure out how to apply critical rationalism to business	len12+5/capStart+1/firstPers-1
S	5	the home, market, gymnasium, academy, and shrine are all you need.	len11+5/end.+2/lowerStart-1/isAre+1/comma-2
S	5	you are a point in vector space. you are a point in the multiverse.	len14+3/end.+2/lowerStart-1/isAre+1
S	5	Aim for a cult following. "1000 true fans." History is full of 'em.	len13+3/end.+2/capStart+1/isAre+1/year-2
S	5	“Love isn’t a feeling, it’s an existential stance.” - John Vervaeke	len11+5
S	5	this is cool. also "brand is a lagging indicator of reality quality"	len12+5/lowerStart-1/isAre+1
S	5	Child labor done right is good for kids. See 1517fund for the thesis	len13+3/capStart+1/isAre+1
S	5	I think a lot of people crave responsibility but aren’t aware of it.	len13+3/end.+2/capStart+1/firstPers-1
S	5	I may be slow at times, but I’m determined and will get back to you.	len15+3/end.+2/capStart+1/firstPers-1
S	5	"They call themselves writers, but they actually work for Starbucks."	len10+5
S	5	"You're not chasing numbers, you're chasing trust and relationships."	len9+5
S	5	all problems are solvable, it's a question of understanding and action	len11+5/lowerStart-1/isAre+1
S	5	Ive been “collecting pokemon” but not battling / training them until now	len12+5/capStart+1/firstPers-1
S	5	I love being early (temporary contrarian): zcash mewing sleep-maxxing etc	len10+5/capStart+1/firstPers-1
S	5	If you feel like you’re out of time, what you really need is more leverage	len15+3/capStart+1/isAre+1
S	5	"It's tough to make predictions, especially about the future." - Yogi Bear	len12+5
S	5	Imagine how different your life would have been if born the other gender...	len13+3/end.+2/capStart+1/ellipsis-1
S	5	when you are most attractive to yourself, you are most attractive to others.	len13+3/end.+2/lowerStart-1/isAre+1
S	5	2 + 2 = 4, that's true, but you can't touch it. It's everywhere and nowhere.	len16+3/end.+2
S	5	the people that use psychedelics properly are mentally unlocked and unleashed	len11+5/lowerStart-1/isAre+1
S	5	baby einstein is valuable due to time discounting. applies to baby hitler too.	len13+3/end.+2/lowerStart-1/isAre+1
S	5	never push the ladder down, but always be clear that the system is meritocratic.	len14+3/end.+2/lowerStart-1/isAre+1
S	5	I fuckin love life :) Note to self: find other people who share this enthusiasm.	len15+3/end.+2/capStart+1/firstPers-1
S	5	there is so much adults can learn from children. better to be at 0 than negative.	len16+3/end.+2/lowerStart-1/isAre+1
S	5	I like how Claude actually pushes back on you and has your best interests in mind.	len16+3/end.+2/capStart+1/firstPers-1
S	5	what ive learned is that high character is not enough. people respect high ability.	len14+3/end.+2/lowerStart-1/isAre+1
S	5	humanity is in need of a psychedelic transformation. domacide and kairos are afoot.	len13+3/end.+2/lowerStart-1/isAre+1
S	5	"Don't die" continues life's compounding, so we can surf infinity at higher speeds.	len13+3/end.+2
S	5	There is a wondrous machinery that we are a part of, and have no idea the scale of.	len18+1/end.+2/capStart+1/isAre+1
S	5	we are earth made conscious. we are the alive things emergent from the dead things.	len15+3/end.+2/lowerStart-1/isAre+1
S	5	the great thing about capitalism is that all of humanity is helping all of humanity.	len15+3/end.+2/lowerStart-1/isAre+1
S	5	I want to gain business mastery by applying david deutsch’s ideas to the tech world.	len15+3/end.+2/capStart+1/firstPers-1
S	5	** = personal shorthand for when i forget something but want to note that forgetting.	len15+3/end.+2
S	5	Blackpink songs really gotta get rid of that high pitched noise for the lightsticks...	len14+3/end.+2/capStart+1/ellipsis-1
S	5	I like people that have been the same for a decade, in an integrity authenticity sense.	len16+3/end.+2/capStart+1/firstPers-1
S	5	First cultivate excellent taste, then learn to cook so well that your taste is gratified	len15+3/capStart+1/isAre+1
S	5	the united states is already like a hanzeatic league in a way. make america states again.	len16+3/end.+2/lowerStart-1/isAre+1
S	5	the superorganism's time and attention is going somewhere! it should be allocated wisely.	len13+3/end.+2/lowerStart-1/isAre+1
S	5	everyone is changeable and redeemable. of course the seed of change must come from within.	len15+3/end.+2/lowerStart-1/isAre+1
S	5	the greats aren't dead. their spirits live on through us. socrates is still in our mindshare.	len16+3/end.+2/lowerStart-1/isAre+1
S	5	I feel least comfortable on instagram, mixed comfort on x, and most comfortable on farcaster.	len15+3/end.+2/capStart+1/firstPers-1
S	5	The cool thing about science is that you can rederive it all from scratch, without any priors.	len17+1/end.+2/capStart+1/isAre+1
S	5	Humans think in stories and symbols. I think this is why early Jordan Peterson was so seminal.	len17+1/end.+2/capStart+1/isAre+1
S	5	You are a product of your environment to a degree. The agent and the arena co-shape each other.	len18+1/end.+2/capStart+1/isAre+1
S	5	football is vector sum and geometric angles to goal states. everything is connected its insane.	len15+3/end.+2/lowerStart-1/isAre+1
S	5	"If you understand the incentives, you understand the behavior." Look in the mirror on this too.	len16+3/end.+2
S	5	Entrepreneurship is good for the world. There are infinite ways to make life and the world better.	len17+1/end.+2/capStart+1/isAre+1
S	5	Who are the most interesting players to watch in each sport? Messi and Jokic are interesting to me.	len18+1/end.+2/capStart+1/isAre+1
S	5	As we build out the old sci-fi ideas, the new sci-fi ideas will emerge. This is the infinite frontier.	len19+1/end.+2/capStart+1/isAre+1
S	5	There is always a fun path to optimistically solve problems. It’s the path one should always seek to take.	len19+1/end.+2/capStart+1/isAre+1
S	5	chrome extensions are like minecraft mods. experimental branches before merging to main, great for ecosystems.	len15+3/end.+2/lowerStart-1/isAre+1
S	5	Questions are the shovels of the universe. A great question allows you to dig into reality and uncover truths.	len19+1/end.+2/capStart+1/isAre+1
S	5	The beginning of infinity feels like a magic tome. Books are pretty magical, full of knowledge and word spells.	len19+1/end.+2/capStart+1/isAre+1
S	5	There's so much to life, sometimes I forget. There is infinity out there, even though sometimes it feels finite.	len19+1/end.+2/capStart+1/isAre+1
S	5	Sometimes all someone needs is an encouraging word, it's insane how little it takes to put someone on a better path.	len21+1/end.+2/capStart+1/isAre+1
S	5	Gemini has been the best AI experience I've ever had. I love how it's built into GSuite, and notebookLM is also amazing.	len22+1/end.+2/capStart+1/isAre+1
S	5	The answer is deceptively simple: a good explanation is hard to vary while still accounting for what it purports to explain.	len21+1/end.+2/capStart+1/isAre+1
S	5	The best memes spread and last, and memetic champions are the spearheads of humanity and take advantage of the mimetic tendency.	len21+1/end.+2/capStart+1/isAre+1
S	5	Musk and Jobs being the paradigmatic examples of entrepreneurship is misleading, there are so many other tasty flavors of founders.	len20+1/end.+2/capStart+1/isAre+1
S	5	Just because someone is family doesn’t mean they’re on your side. Game theory shii? “Family is everything.” Is a useful heuristic though.	len22+1/end.+2/capStart+1/isAre+1
S	5	Science is about explaining what's really out there and our best explanations say something shocking: reality is far larger than it appears.	len22+1/end.+2/capStart+1/isAre+1
S	4	Earth is home :)	len4+3/endparen-1/capStart+1/isAre+1
S	4	or jake the dog.	len4+3/end.+2/lowerStart-1
S	4	CLIs are so fun :)	len5+3/endparen-1/capStart+1/isAre+1
S	4	heres a free tool.	len4+3/end.+2/lowerStart-1
S	4	THE VISION IS CLEAR	len4+3/capStart+1
S	4	we all can make it.	len5+3/end.+2/lowerStart-1
S	4	One domino at a time	len5+3/capStart+1
S	4	if it's funny, do it.	len5+3/end.+2/lowerStart-1
S	4	Great SCP mini series:	len4+3/capStart+1
S	4	kombuch for the gooch.	len4+3/end.+2/lowerStart-1
S	4	crazy? or just early..	len4+3/end.+2/lowerStart-1
S	4	“A brand is a promise.”	len5+3/isAre+1
S	4	Groovy bass playing >>>	len4+3/capStart+1
S	4	have no rear view mirror!	len5+3/end!-2/lowerStart-1/imp+4
S	4	NEVER DISRESPECT THE BASS	len4+3/capStart+1
S	4	Get your dominos in order	len5+3/capStart+1
S	4	Early Jordan Peterson >>>	len4+3/capStart+1
S	4	break the rules of thumb.	len5+3/end.+2/lowerStart-1
S	4	compete at not competing.	len4+3/end.+2/lowerStart-1
S	4	track records build trust.	len4+3/end.+2/lowerStart-1
S	4	The fewer steps the better	len5+3/capStart+1
S	4	a lead + an offer = a deal	len8+5/lowerStart-1
S	4	"people are package deals"	len4+3/isAre+1
S	4	"The obstacle is the way."	len5+3/isAre+1
S	4	Great LSD on-repeat album:	len4+3/capStart+1
S	4	we're fighting a war of art	len6+5/lowerStart-1
S	4	“Stupid is as stupid does.”	len5+3/isAre+1
S	4	Life is so navigate-able :)	len5+3/endparen-1/capStart+1/isAre+1
S	4	I am a master note-taker...	len5+3/end.+2/capStart+1/ellipsis-1/firstPers-1
S	4	small minima, small winima.	len4+3/end.+2/lowerStart-1
S	4	tap into the superorganism.	len4+3/end.+2/lowerStart-1
S	4	hit Maslow's from the side.	len5+3/end.+2/lowerStart-1
S	4	numbers give you confidence.	len4+3/end.+2/lowerStart-1
S	4	hell yeahs get you to heaven	len6+5/lowerStart-1
S	4	tldr: drink 3 cups of coffee	len6+5/lowerStart-1
S	4	BEYBLADE BEYBLADE LET IT RIP	len5+3/capStart+1
S	4	"ambitious visions are cheap"	len4+3/isAre+1
S	4	we never left the playground.	len5+3/end.+2/lowerStart-1
S	4	prep for the white swans also	len6+5/lowerStart-1
S	4	s tier album. thank me later:	len6+5/lowerStart-1
S	4	All errors are correctable :)	len5+3/endparen-1/capStart+1/isAre+1
S	4	everything old, was once new.	len5+3/end.+2/lowerStart-1
S	4	what a name its giving les goh	len7+5/lowerStart-1
S	4	the body has amazing thoughts.	len5+3/end.+2/lowerStart-1
S	4	~ "LMs are lossy compressors."	len5+3/isAre+1
S	4	insights consolidate the mind.	len4+3/end.+2/lowerStart-1
S	4	this isn't a hardship contest.	len5+3/end.+2/lowerStart-1
S	4	mic check mic check test 12 12	len7+5/lowerStart-1
S	4	art will meet you where you are	len7+5/lowerStart-1
S	4	me trying to learn the economy:	len6+5/lowerStart-1
S	4	i just want to be aphex twin...	len7+5/end.+2/lowerStart-1/ellipsis-1/firstPers-1
S	4	is the dao de ching of business	len7+5/lowerStart-1
S	4	Will you play infinity with me?	len6+5/end?-2/capStart+1
S	4	Did Jesus want to be crucified?	len6+5/end?-2/capStart+1
S	4	repeat mantras till they break.	len5+3/end.+2/lowerStart-1
S	4	“Husband”: a dad band. Teehee :)	len6+5/endparen-1
S	4	Aim for a rick and morty future?	len7+5/end?-2/capStart+1
S	4	i think agi is a marketing stunt	len7+5/lowerStart-1/isAre+1/firstPers-1
S	4	I LOVE LIFE. i hope you do too :)	len9+5/endparen-1/capStart+1/firstPers-1
S	4	What an s-tier book cover design!	len6+5/end!-2/capStart+1
S	4	What would you do if you were 10?	len8+5/end?-2/capStart+1
S	4	try and be as useful as you can be	len9+5/lowerStart-1
S	4	"you're right" is hella persuasive	len5+3/isAre+1
S	4	source sort deconstruct construct.	len4+3/end.+2/lowerStart-1
S	4	dont take your dreams to the grave	len7+5/lowerStart-1
S	4	"True interest is revealed early."	len5+3/isAre+1
S	4	humans alive vs dead, of all time:	len7+5/lowerStart-1
S	4	sell water at the end of a marathon	len8+5/lowerStart-1
S	4	lee kuan yew the stand up comedian:	len7+5/lowerStart-1
S	4	Memetic antibodies to mind viruses…	len5+3/capStart+1
S	4	why why why why why why why why why	len9+5/lowerStart-1
S	4	"Cognition is inherently embodied."	len4+3/isAre+1
S	4	Participate in this life and world!	len6+5/end!-2/capStart+1
S	4	Is alchemy the price of innovation?	len6+5/end?-2/capStart+1
S	4	sharpen your mind with pen and paper	len7+5/lowerStart-1
S	4	rip clawdbot, i like that name a lot	len8+5/lowerStart-1
S	4	every mind virus has a mind medicine	len7+5/lowerStart-1
S	4	"Durability is a first-rate virtue."	len5+3/isAre+1
S	4	"why" is sooooooooooooooooo important	len4+3/isAre+1
S	4	What does the tiny version look like?	len7+5/end?-2/capStart+1
S	4	What if doing it manually was faster?	len7+5/end?-2/capStart+1
S	4	Investing taught me about "exposure."	len5+3/capStart+1
S	4	Grandmas are so sweet and wholesome 🥰	len7+5/capStart+1/isAre+1/emoji-3
S	4	Who would you be without your gender?	len7+5/end?-2/capStart+1
S	4	With love all things are possible ❤️‍🔥	len7+5/capStart+1/isAre+1/emoji-3
S	4	Would your death-bed self regret this?	len6+5/end?-2/capStart+1
S	4	How do you find your lennon-mccartney?	len6+5/end?-2/capStart+1
S	4	Scientists, Musicians, Businessmen >>>	len4+3/capStart+1
S	4	How can I get my hands on some nzt-48?	len9+5/end?-2/capStart+1
S	4	Would your death bed self regret this?	len7+5/end?-2/capStart+1
S	4	reminder: this is just the beginning :)	len7+5/endparen-1/lowerStart-1/isAre+1
S	4	ruthlessly violate the chain of command	len6+5/lowerStart-1
S	4	opulent consumption killed john lennon.	len5+3/end.+2/lowerStart-1
S	4	to find your dreams in life, just notice	len8+5/lowerStart-1
S	4	real steel was a badass movie as a child	len9+5/lowerStart-1
S	4	“Hell yeah or no.” Gotta love sive.rs :)	len8+5/endparen-1
S	4	Does self-belief have to do with placebo?	len7+5/end?-2/capStart+1
S	4	people don't realize how bad the past was	len8+5/lowerStart-1
S	4	antigravity claude code etc more recently	len6+5/lowerStart-1
S	4	What would this look like if it were fun?	len9+5/end?-2/capStart+1
S	4	Psychedelics are extremely interesting :)	len5+3/endparen-1/capStart+1/isAre+1
S	4	Who have lived the best lives ever lived?	len8+5/end?-2/capStart+1
S	4	Ready to be a branch on the tree of life?	len10+5/end?-2/capStart+1
S	4	creative miracles. infinite game players.	len5+3/end.+2/lowerStart-1
S	4	How do you live an s-tier excellent life?	len8+5/end?-2/capStart+1
S	4	pay attention to what gives you goosebumps	len7+5/lowerStart-1
S	4	What would this look like if it were tiny?	len9+5/end?-2/capStart+1
S	4	people will always need to be "in the loop"	len9+5/lowerStart-1
S	4	control and protect your time and attention	len7+5/lowerStart-1
S	4	dig the well before you're ready to drink""	len8+5/lowerStart-1
S	4	its cool that united uses boom and starlink	len8+5/lowerStart-1
S	4	What would this look like if it were great?	len9+5/end?-2/capStart+1
S	4	ladies and gentleman we have gas in the tank	len9+5/lowerStart-1
S	4	without a moral imperative, motivation wanes	len6+5/lowerStart-1
S	4	people with taste converge on the same ideas	len8+5/lowerStart-1
S	4	"Simplicity is the ultimate sophistication."	len5+3/isAre+1
S	4	The victory state is absolutely achievable 🏆	len7+5/capStart+1/isAre+1/emoji-3
S	4	How to create positive creative constraints?	len6+5/end?-2/capStart+1
S	4	christianity and buddhism could consolidate.	len5+3/end.+2/lowerStart-1
S	4	if you read biographies, you live 1000 years.	len8+5/end.+2/lowerStart-1/year-2
S	4	if you're not having fun, you're not learning	len8+5/lowerStart-1
S	4	best new modern rock band of the last decade:	len9+5/lowerStart-1
S	4	we pass karma from today, to tomorrow's life.	len8+5/end.+2/lowerStart-1/temporal-2
S	4	if you have phenomenal taste, you need to cook	len9+5/lowerStart-1
S	4	if your bromance isnt like this i dont want it	len10+5/lowerStart-1
S	4	if youre easy to understand youre easy to help	len9+5/lowerStart-1
S	4	If you don’t have optionality, you’re fragile?	len7+5/end?-2/capStart+1
S	4	it's gonna be messy before it's gonna be messi	len9+5/lowerStart-1
S	4	pay attention to what you find fun and exciting	len9+5/lowerStart-1
S	4	it's crazy when the children surpass the parents	len8+5/lowerStart-1
S	4	the UK used to be a shining diamond in the world	len11+5/lowerStart-1
S	4	the ancients pointed to infinity, and so will we	len9+5/lowerStart-1
S	4	It does not break the laws of physics to succeed!	len10+5/end!-2/capStart+1
S	4	people will be in charge of planets one day? woah	len10+5/lowerStart-1
S	4	When am I gonna meet the ghost of Duke Ellington?	len10+5/end?-2/capStart+1
S	4	the nerd in me cackles at the shit i used to post	len12+5/lowerStart-1
S	4	OP brother combos: collison, winklevoss, who else?	len7+5/end?-2/capStart+1
S	4	What would your 8 and your 80 year old self think?	len11+5/end?-2/capStart+1
S	4	What were the best lives ever lived? S tier lives?	len10+5/end?-2/capStart+1
S	4	when the baby boomers fall, the baby boom will rise	len10+5/lowerStart-1
S	4	protect and put on offense, your time and attention	len9+5/lowerStart-1
S	4	the algorithm of life: repeat what works"" - munger	len9+5/lowerStart-1
S	4	if you like books and kpop, you like “antifragile.”	len9+5/lowerStart-1
S	4	Sort the dominos. Focus on the 8020. And leverage up	len10+5/capStart+1/year-2
S	4	Should each promising L1 have it’s own social media?	len9+5/end?-2/capStart+1
S	4	Idk about you but I think humans work best in teams.	len11+5/end.+2/capStart+1/slang*1-4
S	4	psychedelics have saved my life on multiple occasions	len8+5/lowerStart-1
S	4	if you want to live a badass life, study badass lives	len11+5/lowerStart-1
S	4	train and perform train and perform train and perform	len9+5/lowerStart-1
S	4	fascinating book review thread re: morality and money	len8+5/lowerStart-1
S	4	subtract negative compounding add positive compounding	len6+5/lowerStart-1
S	4	if you want the right answers, ask the right questions	len10+5/lowerStart-1
S	4	What if you did it casually on purpose to get started?	len11+5/end?-2/capStart+1
S	4	be grateful for life! you could be dead you know.. lol	len11+5/lowerStart-1/imp+4/slang*1-4
S	4	"the child is to the adult as the adult is to the sage"	len13+3/isAre+1
S	4	All this “wisdom” but what do i have to show for it? :(	len13+3/capStart+1
S	4	until you have experience, your words don't hold weight	len9+5/lowerStart-1
S	4	What would you do if you were the only person on earth?	len12+5/end?-2/capStart+1
S	4	why are people afraid of being themselves? (i be guilty)	len10+5/endparen-1/lowerStart-1/isAre+1
S	4	rule 35: anything you can think of has been made with ai	len12+5/lowerStart-1
S	4	break out of mental prison like the shawshank redemption	len9+5/lowerStart-1
S	4	for code sites, use tld .sh for media sites, use tld .md	len12+5/lowerStart-1
S	4	What about instead of 100% perfectionism you try 80%ism?	len9+5/end?-2/capStart+1
S	4	not mine but not bad: nonfiction and fiction both matter	len10+5/lowerStart-1
S	4	everything can be broken down into actionable baby steps	len9+5/lowerStart-1
S	4	How much fruit do you need? How many seeds can you plant?	len12+5/end?-2/capStart+1
S	4	all work can be remote work once humans nail VR + humanoids	len12+5/lowerStart-1
S	4	privacy leads to authenticity publicity leads to incentives	len8+5/lowerStart-1
S	4	Is consulting always bad because it lacks skin in the game?	len11+5/end?-2/capStart+1
S	4	What if you were radically practical and low introspection?	len9+5/end?-2/capStart+1
S	4	its okay to keep making mistakes, just keep error correcting	len10+5/lowerStart-1
S	4	word of the day = "inventio": "to both discover AND invent."	len11+5/lowerStart-1
S	4	the greeks spent more time in the gymnasium than the academy	len11+5/lowerStart-1
S	4	I love love love being surrounded by infinite game players :)	len11+5/endparen-1/capStart+1/firstPers-1
S	4	Socrates in a market: “look at all the things i do not need.”	len13+3/capStart+1
S	4	the rules you thought were set in stone actually turn to water	len12+5/lowerStart-1
S	4	"this was not on the map" there is so much power in the breath	len14+3/isAre+1
S	4	time isnt the primary factor, know-how is, and transformations	len9+5/lowerStart-1
S	4	What would this look like at different exponential magnitudes?	len9+5/end?-2/capStart+1
S	4	Oh my God I love zyns. Just lost my nicotine virginity!!! Hehe	len12+5/capStart+1/shout-2
S	4	i think the most stable gender ratios are 100-0 0-100 and 50-50	len12+5/lowerStart-1/isAre+1/firstPers-1
S	4	almost 500 songs! and #3 behind lennon-mccartney in terms of #1s:	len11+5/lowerStart-1
S	4	homeschooled / montessori-ed / TCS-ed kids seem to be overpowered	len10+5/lowerStart-1
S	4	If you are in eustress and not distress, you are doing it right :)	len14+3/endparen-1/capStart+1/isAre+1
S	4	"If you cannot hold your calendar in your head, you are too busy."	len13+3/isAre+1
S	4	once africa masters the singapore-model, we'll have wakanda forever	len9+5/lowerStart-1
S	4	call it how you see it. say what you think. we can't read your mind.	len15+3/end.+2/lowerStart-1
S	4	The Beginning of Infinity then asks: what makes an explanation good?	len11+5/end?-2/capStart+1
S	4	curations -> covers -> creations. a good creative framework / process	len11+5/lowerStart-1
S	4	"what is one 'meta move', that helps to solve all your top problems?"	len13+3/isAre+1
S	4	before mastering a game, master choosing the right games to play first	len12+5/lowerStart-1
S	4	Latin phrases just hit hard: - Memento Mori - Amor Fati - Via Negativa	len14+3/capStart+1
S	4	“God is related to the world the way the mind is related to the body.”	len15+3/isAre+1
S	4	the world has so much abundance its insane. so much to be grateful for.	len14+3/end.+2/lowerStart-1
S	4	if someone bad-faith critiques a noble attempt, that says more about them	len12+5/lowerStart-1
S	4	leverage up!: code:github media:youtube capital:angellist labor:wellfound	len6+5/lowerStart-1
S	4	to gauge the integrity of someone, look at the integrity of their friends.	len13+3/end.+2/lowerStart-1
S	4	the gottmans should have a reality show like chopped but for relationships	len12+5/lowerStart-1
S	4	ayn rand's selfishness needs a rebrand. its more like "self-prioritization"	len10+5/lowerStart-1
S	4	You would have no qualms offering people a cure for heart disease or cancer	len14+3/capStart+1
S	4	“As long as you do your best, where is there room for regret?” - Rick Rubin	len16+3/isAre+1
S	4	What does your inner scorecard look like? “The score takes care of itself.”	len13+3/capStart+1
S	4	Children are so innocent and uncorrupted its so great to learn from them :)	len14+3/endparen-1/capStart+1/isAre+1
S	4	derek sivers' "useful not true" converges with taleb's "practical aphorisms"	len10+5/lowerStart-1
S	4	Learning should be relevant. It should be "just in time" not "just in case."	len14+3/capStart+1
S	4	sometimes, the side quest contains the reward you needed for the main quest.	len13+3/end.+2/lowerStart-1
S	4	if you're an infinite game player, and somebody wrongs you, it's their loss.	len13+3/end.+2/lowerStart-1
S	4	If lee kuan yew or benjamin franklin were leader, youd happily pay your taxes	len14+3/capStart+1
S	4	mimicry gets you to 80% of the way there, then you need to be yourself fully.	len16+3/end.+2/lowerStart-1
S	4	align yourself with the beauty of it all. trust that the music will hold you.	len15+3/end.+2/lowerStart-1
S	4	if you're looking for flaws, you'll find them, no matter how good the thing is.	len15+3/end.+2/lowerStart-1
S	4	Sometimes life saves you from what you want and gives you what you actually need	len15+3/capStart+1
S	4	"A founder is the guardian of the company's soul." "In the image of the father."	len15+3/isAre+1
